name,status,feat_type,reo,x,y
Pinchback Range,Unofficial Recorded,Range,0,172.747722,-41.565917
Pinchers Bluff,Unofficial Recorded,Cliff,0,168.671639,-44.899861
Pinchgut Creek,Unofficial Recorded,Stream,0,176.286611,-39.722583
Pinchgut Stream,Official Assigned,Stream,0,172.329097,-43.137856
Pinckney Stream,Unofficial Recorded,Stream,0,171.129444,-43.915056
Pinders Pond,Unofficial Recorded,Lake,0,169.319972,-45.57825
Pine Bush,Unofficial Recorded,Locality,0,168.802833,-46.471806
Pine Creek,Unofficial Recorded,Stream,0,168.642083,-44.576333
Pine Creek,Unofficial Recorded,Stream,0,170.95375,-42.743583
Pine Creek Flat,Unofficial Recorded,Flat,0,168.663139,-44.588528
Pine Hill,Unofficial Recorded,Suburb,0,170.522444,-45.839389
Pine Island,Unofficial Replaced,Island,0,174.655166,-36.779594
Pine Stream,Unofficial Recorded,Stream,0,174.582889,-39.469917
Pine Stream,Unofficial Recorded,Stream,0,175.861667,-39.934583
Pine Tree Saddle,Official Assigned,Pass,0,173.371445,-42.586132
Pine Valley,Official Assigned,Locality,0,174.633663,-36.629785
Pine Valley Stream,Unofficial Recorded,Stream,0,173.50825,-41.496028
Pinedale,Unofficial Recorded,Locality,0,175.810722,-38.058389
Pinehaven,Unofficial Recorded,Suburb,0,175.003972,-41.160972
Pinehill,Official Assigned,Suburb,0,174.72658,-36.7312
Pinehill,Unofficial Recorded,Locality,0,174.728472,-36.732028
Pinelheugh,Unofficial Recorded,Hill,0,169.498722,-45.471722
Pinelheugh Creek,Unofficial Recorded,Stream,0,169.458694,-45.523306
Pines Beach Wetlands,Official Assigned,Wetland,0,172.700038,-43.367669
Pines Railway Station,Official Assigned,Railway Station,0,173.875259,-42.203124
Pinetree Point,Unofficial Recorded,Point,0,174.660056,-36.77425
Pingao Stream,Unofficial Recorded,Stream,1,174.067167,-35.617972
Pink Cave,Unofficial Recorded,Cave,0,174.376333,-35.320306
Pink Gate Creek,Unofficial Recorded,Stream,0,168.335972,-44.908111
Pinnacle,Unofficial Recorded,Hill,0,167.176222,-45.587278
Pinnacle,Unofficial Recorded,Hill,0,168.5965,-45.433667
Pinnacle,Unofficial Recorded,Hill,0,169.759,-44.25175
Pinnacle,Unofficial Recorded,Hill,0,172.042611,-42.406611
Pinnacle,Unofficial Recorded,Hill,0,173.276111,-41.813361
Pinnacle,Unofficial Recorded,Hill,0,173.369722,-41.921639
Pinnacle,Unofficial Recorded,Hill,0,173.661889,-41.984944
Pinnacle,Unofficial Recorded,Hill,0,175.474083,-40.882611
Pinnacle Creek,Official Assigned,Stream,0,176.109878,-39.832713
Pinnacle Creek,Unofficial Recorded,Stream,0,171.192861,-42.938972
Pinnacle Creek,Unofficial Recorded,Stream,0,172.19375,-42.044167
Pinnacle Creek,Unofficial Recorded,Stream,0,176.007167,-39.33375
Pinnacle Head,Official Assigned,Point,0,177.194239,-37.524253
Pinnacle Hill,Unofficial Recorded,Hill,0,175.048944,-37.198444
Pinnacle Island,Unofficial Recorded,Island,0,173.064278,-40.929333
Pinnacle Ridge,Unofficial Recorded,Range,0,175.463056,-40.865194
Pinnacle Ridge,Unofficial Recorded,Ridge,0,175.570333,-39.249806
Pinnacle Rock,Unofficial Recorded,Island,0,166.549028,-46.041639
Pinnacle Rock,Unofficial Recorded,Rock,0,172.943278,-43.831806
Pinnacle Rock,Unofficial Recorded,Rock,0,173.584056,-42.44825
Pinnacle Spur,Unofficial Recorded,Ridge,0,175.444722,-40.763472
Pinnacle Spur,Unofficial Recorded,Ridge,0,176.399917,-39.271306
Pinnacle Stream,Official Assigned,Stream,0,173.311509,-41.828168
Pinnacle Stream,Official Assigned,Stream,0,176.416117,-39.281357
Pinnacle Stream,Unofficial Recorded,Stream,0,170.273306,-43.693417
Pinnacles,Official Assigned,Rock,0,-176.418607,-44.06282
Pinnacles,Official Assigned,Rock,0,183.581393,-44.06282
Pioitahi Stream,Unofficial Recorded,Stream,1,173.552972,-35.473417
Pioke,Official Assigned,Hill,1,173.967902,-39.167798
Pioneer Pass,Official Assigned,Pass,0,170.184479,-43.559489
Pioneer Peak,Unofficial Recorded,Hill,0,169.948278,-43.676306
Pioneer Ridge,Unofficial Recorded,Ridge,0,170.177806,-43.527694
Pioneer Stream,Official Assigned,Stream,0,172.27479,-43.148908
Pioneer Stream,Unofficial Recorded,Stream,0,169.905333,-45.86425
Pioneer Stream Historic Reserve,Official Validated,historic reserve,0,170.412222,-45.900556
Piopio,Unofficial Recorded,Hill,1,176.210111,-39.654417
Piopio,Unofficial Recorded,Locality,1,175.012306,-38.460972
Piopio Scenic Reserve,Official Validated,scenic reserve,1,175.008333,-38.463889
Piopio Stream,Unofficial Recorded,Stream,1,174.990083,-38.479667
Piopio Stream,Unofficial Recorded,Stream,1,177.694083,-37.780639
Piopiotahi (Milford Sound) Marine Reserve,Official Validated,marine reserve,1,167.893333,-44.632778
Piopiotea Stream,Unofficial Recorded,Stream,1,175.379472,-39.093361
Pios Beach,Unofficial Recorded,Locality,0,175.966028,-37.460361
Piparika Stream,Unofficial Recorded,Stream,1,176.225667,-37.950222
Pipe Clay Gully,Unofficial Recorded,Valley,0,171.624222,-43.445333
Pipeclay Gully,Unofficial Recorded,Valley,0,169.120806,-45.096889
Piper Creek,Unofficial Recorded,Stream,0,171.399889,-42.476778
Pipers Stream,Official Assigned,Stream,0,172.952954,-43.745649
Pipi Bay,Unofficial Recorded,Bay,1,174.139917,-41.334861
Pipi Beach,Unofficial Recorded,Beach,1,173.86425,-41.176472
Pipi Beach Recreation Reserve,Official Validated,recreation reserve,1,173.861667,-41.176111
Pipi Rocks,Official Assigned,Rock,1,168.163711,-46.938285
Pipi Stream,Unofficial Recorded,Stream,1,174.548556,-39.342944
Pipi Stream,Unofficial Recorded,Stream,1,175.579306,-37.205917
Pipi Tuaraki Stream,Official Assigned,Stream,2,167.38681,-46.174476
Pipikaretu Beach,Unofficial Recorded,Beach,1,170.742722,-45.802861
Pipikaretu Point,Unofficial Recorded,Point,1,170.750417,-45.803
Pipikarihi Stream,Official Assigned,Stream,1,176.204095,-37.968245
Pipiko Stream,Unofficial Recorded,Stream,1,178.274861,-38.090056
Pipinui Point,Unofficial Recorded,Point,1,174.739083,-41.172972
Pipinui Waterfall Scenic Reserve,Official Validated,scenic reserve,1,176.068611,-40.491389
Pipipi,Unofficial Recorded,Hill,1,174.926056,-39.375889
Pipipi,Unofficial Recorded,Hill,1,175.230778,-39.384722
Pipipi,Unofficial Recorded,Hill,1,175.312139,-39.816361
Pipipi Scenic Reserve,Official Validated,scenic reserve,1,175.231667,-39.383333
Pipipi Stream,Unofficial Recorded,Stream,1,175.304083,-39.926194
Pipiriki,Unofficial Recorded,Locality,1,175.046889,-39.479861
Pipiriki Scenic Reserve,Official Validated,scenic reserve,1,175.050556,-39.475833
Pipiro Stream,Unofficial Recorded,Stream,1,173.340889,-35.455444
Pipiroa,Unofficial Recorded,Locality,1,175.482472,-37.217333
Pipiroa Bay,Unofficial Recorded,Bay,1,174.118278,-35.298972
Pipitawai,Unofficial Recorded,Point,1,173.990111,-40.907083
Pipitea,Official Assigned,Locality,1,174.012987,-41.421332
Pipitewai Bay,Unofficial Recorded,Bay,1,175.097111,-36.831722
Pipitiwai Creek,Unofficial Recorded,Stream,1,174.451278,-36.662861
Pipiwai,Unofficial Recorded,Locality,1,174.008833,-35.619167
Pipiwai Stream,Unofficial Recorded,Stream,1,173.383306,-35.120056
Pipiwai Stream,Unofficial Recorded,Stream,1,173.974556,-35.628444
Pipiwharauroa,Official Assigned,Locality,1,178.367336,-37.985312
Pipiwhauraroa,Unofficial Replaced,Locality,1,178.367336,-37.985312
Pipson Creek,Unofficial Recorded,Stream,0,169.235278,-44.225528
Pipson Creek,Unofficial Recorded,Stream,0,169.371694,-44.063889
Pipson Ford,Unofficial Recorded,Ford,0,169.378278,-44.064944
Pipson Spur,Unofficial Recorded,Ridge,0,169.394417,-44.055333
Pirapu Bay,Unofficial Recorded,Bay,1,174.130056,-41.206056
Pirapu Point,Unofficial Recorded,Point,1,174.125917,-41.203944
Piraruhe Stream,Unofficial Recorded,Stream,1,175.030722,-39.3145
Pirata,Unofficial Recorded,Locality,1,175.472472,-38.582306
Pirau,Unofficial Recorded,Hill,1,174.888694,-37.978889
Pirau Creek,Unofficial Replaced,Stream,1,173.746439,-35.257908
Pirau Stream,Unofficial Recorded,Stream,1,174.926389,-38.0285
Pirauau,Unofficial Recorded,Hill,1,178.098472,-38.097389
Piraunui Island,Unofficial Recorded,Island,1,173.933972,-35.029194
Piraunui Stream,Unofficial Recorded,Stream,1,173.7965,-35.707778
Piraunui Stream,Unofficial Recorded,Stream,1,175.638389,-37.124972
Piraunui Stream,Unofficial Recorded,Stream,1,175.642028,-36.928806
Piraunui Stream,Unofficial Recorded,Stream,1,175.682639,-37.601611
Piraunui Stream,Unofficial Recorded,Stream,1,177.172389,-38.829
Pireka (Low Neck Bay),Official Assigned,Bay,1,173.947129,-40.796513
Pirere Point,Unofficial Recorded,Point,1,174.953306,-37.767083
Pirere Stream,Unofficial Recorded,Stream,1,175.060889,-38.672333
Piriaka,Unofficial Recorded,Locality,1,175.338861,-38.920639
Piriaka Pa,Unofficial Recorded,Site,1,175.4165,-38.195889
Pirikahu Stream,Unofficial Recorded,Stream,1,173.57925,-35.091611
Pirikawau Island,Unofficial Recorded,Island,1,173.992028,-35.201833
Pirimai,Unofficial Recorded,Suburb,1,176.880417,-39.514667
Piringa,Unofficial Recorded,Hill,1,176.122528,-39.732278
Pirinoa,Unofficial Recorded,Locality,1,175.201556,-41.351361
Pirinoa Stream,Unofficial Recorded,Stream,1,175.994111,-39.642361
Piripai,Unofficial Recorded,Locality,1,176.973778,-37.943778
Piripai Wildlife Management Reserve,Official Validated,Government purpose reserve,1,177.005,-37.943889
Piripaua,Unofficial Recorded,Locality,1,177.160556,-38.840556
Piripiri,Unofficial Recorded,Hill,1,174.05325,-41.312444
Piripiri,Unofficial Recorded,Locality,1,174.869028,-38.257139
Piripiri,Unofficial Recorded,Locality,1,176.135361,-40.17525
Piripiri Caves,Unofficial Recorded,Cave,1,174.85125,-38.25625
Piripiri Caves Scenic Reserve,Official Validated,scenic reserve,1,174.861111,-38.255278
Piripiri Point,Unofficial Recorded,Point,1,174.748028,-36.664389
Piripiri Stream,Unofficial Recorded,Stream,1,175.951639,-40.004083
Piripiri Stream,Unofficial Recorded,Stream,1,175.992472,-40.041
Piritoka Point,Official Assigned,Point,1,174.831919,-37.956736
Piritoki Reef,Official Assigned,Reef,1,174.63206,-38.376031
Piroa Stream,Unofficial Recorded,Stream,1,174.407111,-36.07675
Pirongia,Unofficial Recorded,Hill,1,175.098,-37.992889
Pirongia,Unofficial Recorded,Locality,1,175.20675,-37.990778
Pirongia Forest Park,Official Validated,conservation park,1,175.025833,-37.979167
Pirongia Mountain,Unofficial Recorded,Hill,1,175.08925,-37.991083
Pirongia Recreation Reserve,Official Validated,recreation reserve,1,175.205278,-37.989444
Pirongia Visitor Centre Recreation Reserve,Official Validated,recreation reserve,1,175.199722,-37.990833
Pirongiha Stream,Official Assigned,Stream,1,173.976336,-39.17029
Piropiro,Unofficial Recorded,Locality,1,175.389917,-38.605833
Piropiro Flats,Unofficial Recorded,Locality,1,175.490833,-38.633833
Piropiro Stream,Unofficial Recorded,Stream,1,175.477889,-38.649444
Pirorua Stream,Unofficial Recorded,Stream,1,174.988778,-38.142639
Pirua Stream,Unofficial Recorded,Stream,1,176.179667,-38.942333
Pisa,Unofficial Recorded,Hill,0,172.5475,-41.555
Pisa Range,Unofficial Recorded,Range,0,169.170778,-44.889278
Pisa Rock,Official Assigned,Rock,0,176.08644,-36.976571
Pisgah Creek,Official Assigned,Stream,0,167.484598,-45.094329
Pisgah Hill,Official Assigned,Hill,0,172.900201,-40.925832
Pisgah Spur,Unofficial Recorded,Range,0,170.460306,-45.051472
Pistol Peak,Official Assigned,Hill,0,170.848238,-43.335841
Pita Creek,Unofficial Recorded,Stream,1,169.691889,-43.559944
Pitangi Reserve,Official Validated,Government purpose reserve,1,175.214722,-39.705833
Pitangi Scenic Reserve,Official Validated,scenic reserve,1,175.193056,-39.7
Pitangi Stream,Unofficial Recorded,Stream,1,175.184222,-39.732083
Pitcher Creek,Unofficial Recorded,Stream,0,171.269,-42.841361
Pitfure Stream,Unofficial Recorded,Stream,0,173.066194,-41.360972
Pito Peak,Official Assigned,Hill,1,170.95239,-43.4023
Pito-one Borough,Unofficial Replaced,Local Government,1,174.882793,-41.229109
Pitoitoi Point,Unofficial Recorded,Point,1,174.35225,-41.142639
Pitokuku Island,Unofficial Recorded,Island,1,175.49225,-36.25325
Pitokuku Point,Unofficial Recorded,Point,1,172.669694,-34.490611
Pitokuku Point,Unofficial Recorded,Point,1,174.46175,-35.528333
Pitokuku Scenic Reserve,Official Validated,scenic reserve,1,174.460556,-35.528056
Pitone,Unofficial Recorded,Hill,1,174.628667,-38.629611
Pitone Stream,Unofficial Recorded,Stream,1,173.898444,-39.152139
Pitone Stream,Unofficial Recorded,Stream,1,174.631583,-38.635444
Pitoone Stream,Unofficial Recorded,Stream,1,175.709861,-36.748667
Pitopohipi,Unofficial Recorded,Hill,1,177.067,-38.083472
Pitorehu,Unofficial Recorded,Hill,1,174.306389,-36.161972
Pitotane Stream,Unofficial Recorded,Stream,1,175.838194,-39.953472
Pitote Stream,Unofficial Recorded,Stream,1,174.991972,-37.802333
Pitoti Stream,Unofficial Recorded,Stream,1,175.517528,-36.759917
Pitt Creek,Official Approved,Stream,0,172.118444,-40.988472
Pitt Head,Unofficial Recorded,Point,0,173.066083,-40.948556
Pitt Island (Rangiauria),Official Assigned,Island,1,-176.218216,-44.264942
Pitt Island (Rangiauria),Official Assigned,Island,1,183.781784,-44.264942
Pitt River,Unofficial Recorded,Stream,0,167.566778,-44.915333
Pitt Strait,Official Assigned,Channel,0,-176.379955,-44.175231
Pitt Strait,Official Assigned,Channel,0,183.620045,-44.175231
Pitt Street Recreation Reserve,Official Validated,recreation reserve,0,174.1225,-35.263611
Pivot Creek,Unofficial Recorded,Stream,0,169.366111,-43.977667
Pivot Peak,Official Assigned,Hill,0,168.567353,-44.448929
Pivot Spur,Unofficial Recorded,Ridge,0,169.39875,-43.980972
Piwakawaka,Unofficial Recorded,Hill,1,173.455528,-35.576139
Pizollis Gully,Unofficial Recorded,Valley,0,168.848056,-44.914806
Plank Creek,Unofficial Recorded,Stream,0,169.0155,-44.952556
Plata Col,Official Assigned,Pass,0,170.667844,-43.545223
Plate Island,Unofficial Replaced,Island,0,176.559804,-37.662459
Plateau,Unofficial Recorded,Hill,0,175.149778,-41.102583
Plateau,Unofficial Recorded,Hill,0,175.218444,-41.401167
Plateau,Unofficial Recorded,Hill,0,175.287667,-40.845167
Plateau Creek,Official Assigned,Stream,0,169.644226,-43.708756
Plateau Creek,Unofficial Recorded,Stream,0,167.53025,-45.240694
Plateau Creek,Unofficial Recorded,Stream,0,168.290139,-44.2135
Plateau Creek,Unofficial Recorded,Stream,0,172.462389,-41.98125
Plateau Stream,Unofficial Recorded,Stream,0,171.918833,-41.747472
Plateau Stream,Unofficial Recorded,Stream,0,175.287139,-40.853694
Plateau Swamp,Unofficial Recorded,Wetland,0,169.965528,-43.419056
Platform Point,Official Assigned,Point,0,173.422077,-41.13688
Plato Creek,Official Assigned,Stream,0,168.057152,-44.914547
Pleasant Bay,Unofficial Recorded,Bay,0,167.805694,-45.222833
Pleasant Creek,Unofficial Recorded,Stream,0,167.966889,-45.715278
Pleasant Creek,Unofficial Recorded,Stream,0,168.649333,-44.836778
Pleasant Creek,Unofficial Recorded,Stream,0,168.749417,-44.201944
Pleasant Creek Terrace,Unofficial Recorded,Flat,0,168.677917,-44.852167
Pleasant Flat,Unofficial Recorded,Flat,0,169.385861,-44.008028
Pleasant Heights,Unofficial Recorded,Suburb,0,176.197778,-38.130361
Pleasant Point,Unofficial Recorded,Locality,0,171.135667,-44.255972
Pleasant Point,Unofficial Recorded,Point,0,175.854528,-37.012806
Pleasant Point Recreation Reserve,Official Validated,recreation reserve,0,171.147222,-44.264167
Pleasant Point Scenic Reserve,Official Validated,scenic reserve,0,171.011389,-42.797778
Pleasant Point Stream,Unofficial Recorded,Stream,0,171.146333,-44.258472
Pleasant Range,Unofficial Recorded,Range,0,167.123194,-45.695417
Pleasant River,Unofficial Recorded,Stream,0,170.648917,-45.481833
Pleasant Stream,Unofficial Recorded,Stream,0,173.235444,-42.378
Pleasant Stream,Unofficial Recorded,Stream,0,174.554722,-39.439556
Pleasant Valley,Unofficial Recorded,Locality,0,171.168778,-44.083139
Pleasant Valley,Unofficial Recorded,Valley,0,169.620028,-44.725472
Pleasant Valley,Unofficial Recorded,Valley,0,170.775889,-45.037056
Pleasant Valley Creek,Unofficial Recorded,Stream,0,169.747944,-44.859028
Pleasant Valley Recreation Reserve,Official Validated,recreation reserve,0,171.189722,-44.081111
Pleckville,Unofficial Recorded,Locality,0,175.770056,-40.667028
Plesant Valley,Unofficial Recorded,Valley,0,170.208333,-43.940167
Plimmerton,Official Assigned,Suburb,0,174.855302,-41.069969
Plimmerton Beach,Unofficial Recorded,Beach,0,174.866528,-41.084889
Plinlimmon,Unofficial Recorded,Hill,0,172.652111,-42.401417
Ploughman Creek,Official Assigned,Stream,0,173.433602,-42.654124
Plover Crag,Unofficial Recorded,Hill,0,169.437278,-43.835
Plover Creek,Unofficial Recorded,Stream,0,169.390111,-44.046694
Plover Stream,Unofficial Recorded,Stream,0,169.276528,-44.033306
Plover Stream,Unofficial Recorded,Stream,0,171.884194,-41.687778
Plum Pudding Stream,Official Assigned,Stream,0,174.476866,-36.894864
Plumbago Creek,Official Approved,Stream,0,172.650306,-40.627639
Plumbago Stream,Official Assigned,Stream,0,174.895805,-41.390123
Plummey Stream,Unofficial Recorded,Stream,0,175.541583,-36.995333
Plunket Dome,Unofficial Recorded,Hill,0,168.62825,-44.452306
Plunkett Stream,Unofficial Recorded,Stream,0,173.785167,-41.337556
Pluto Peak,Official Assigned,Hill,0,168.38621,-44.615328
Pluvius Mountain,Official Assigned,Hill,0,167.36313,-45.106807
Poachers Pass,Official Assigned,Pass,0,171.12625,-43.247949
Poakahitia,Unofficial Replaced,Locality,1,177.921971,-38.818867
Poamoko Stream,Unofficial Recorded,Stream,1,176.707083,-39.036056
Poanui Point,Unofficial Replaced,Point,1,176.893195,-40.075456
Poarangi Stream,Unofficial Recorded,Stream,1,174.754917,-39.168833
Poarangitautahi,Unofficial Recorded,Hill,1,174.791972,-39.170667
Poare,Unofficial Recorded,Hill,1,173.317167,-35.419667
Poariki,Unofficial Recorded,Hill,1,177.561889,-38.649917
Podge Creek,Unofficial Recorded,Stream,0,172.013111,-41.550694
Poerua,Unofficial Recorded,Locality,1,171.509444,-42.697667
Poerua Glacier,Unofficial Recorded,Glacier,1,170.623361,-43.284222
Poerua River,Unofficial Recorded,Stream,1,170.40675,-43.047028
Poerua River,Unofficial Recorded,Stream,1,171.521972,-42.68175
Poerua River Scenic Reserve,Official Validated,scenic reserve,1,170.523611,-43.151944
Poet Creek,Unofficial Recorded,Stream,0,171.132472,-43.032889
Poet Glacier,Unofficial Recorded,Glacier,0,169.968389,-43.744333
Poha,Unofficial Recorded,Hill,1,177.671028,-38.648889
Pohaaroa,Unofficial Recorded,Hill,1,169.582917,-46.300028
Pohakikiwa Stream,Unofficial Recorded,Stream,1,177.91025,-37.724833
Pohangatauhao Stream,Unofficial Recorded,Stream,1,175.170861,-39.495556
Pohangina River,Unofficial Recorded,Stream,1,175.773306,-40.235861
Pohangina Saddle,Unofficial Recorded,Pass,1,176.122361,-39.947333
Pohangina Settlement,Official Assigned,Village,1,175.786903,-40.17405
Pohangina Valley Domain Recreation Reserve,Official Validated,recreation reserve,1,175.85,-40.1325
Pohara,Unofficial Recorded,Locality,1,172.877222,-40.830833
Pohara Beach,Unofficial Recorded,Beach,1,172.86975,-40.833389
Pohara Marae,Unofficial Recorded,Site,2,175.626056,-38.055417
Pohatamu Stream,Unofficial Recorded,Stream,1,175.092306,-39.596833
Pohatanui Stream,Official Assigned,Stream,1,176.994586,-39.134444
Pohatanui Stream,Unofficial Recorded,Stream,1,177.671194,-39.017667
Pohatu Government Purpose Reserve Wildlife Refuge,Official Validated,Government purpose reserve,1,173.015833,-43.873056
Pohatu Marine Reserve,Official Validated,marine reserve,1,173.021389,-43.8775
Pohatu Stream,Unofficial Recorded,Stream,1,175.761944,-41.0315
Pohatu Stream,Unofficial Recorded,Stream,1,177.059,-38.308778
Pohatuarangitaka Stream,Unofficial Recorded,Stream,1,177.454167,-38.023167
Pohatuatua Stream,Unofficial Recorded,Stream,1,177.125694,-38.336111
Pohatuhaha,Official Assigned,Trig Station,1,176.262976,-39.658362
Pohatuhatununui Stream,Unofficial Recorded,Stream,1,177.950806,-38.57375
Pohatuiri Pa,Unofficial Recorded,Site,1,175.089778,-38.241139
Pohatukura,Unofficial Recorded,Locality,1,178.272806,-37.913306
Pohatupapa Point,Unofficial Recorded,Point,1,176.826472,-40.173056
Pohaturiki Stream,Official Assigned,Stream,1,175.493828,-41.144834
Pohaturoa,Official Assigned,Appellation,1,171.921921,-42.418363
Pohaturoa,Unofficial Recorded,Hill,1,176.253694,-38.169556
Pohaturoa Rock,Official Assigned,Rock,1,176.008493,-38.401718
Pohatuwhakairi Bay,Unofficial Recorded,Bay,1,175.529972,-36.551278
Pohehe,Unofficial Recorded,Hill,1,175.587778,-40.594639
Pohehe Creek,Unofficial Recorded,Stream,1,175.823444,-40.520028
Poho o te atua,Unofficial Recorded,Hill,3,173.481722,-42.489806
Pohoenui Stream,Unofficial Recorded,Stream,1,178.397194,-37.642139
Pohoi,Unofficial Recorded,Hill,1,177.35575,-38.734806
Pohoi Stream,Unofficial Replaced,Stream,1,175.529933,-37.016612
Pohokura,Unofficial Recorded,Hill,1,176.713278,-38.942528
Pohokura,Unofficial Recorded,Locality,1,174.675083,-39.169278
Pohokura,Unofficial Recorded,Locality,1,176.541444,-38.975694
Pohokura Knob,Unofficial Recorded,Hill,1,174.691778,-39.209056
Pohokura Pa,Unofficial Recorded,Site,1,174.385667,-38.991667
Pohokura Saddle,Unofficial Recorded,Pass,1,174.631333,-39.17825
Pohokura Stream,Unofficial Recorded,Stream,1,174.672778,-39.141111
Pohomatakiarehua Island,Unofficial Replaced,Island,1,168.197985,-47.10923
Pohomihi Stream,Unofficial Recorded,Stream,1,175.776111,-37.561889
Pohonui,Unofficial Recorded,Locality,1,175.570389,-39.757917
Pohonuiatane Scenic Reserve,Official Validated,scenic reserve,1,175.513333,-39.705278
Pohotangi Stream,Unofficial Recorded,Stream,1,174.768667,-37.966833
Pohotuatua Island,Unofficial Replaced,Island,1,168.202559,-47.1074
Pohowaita Island,Unofficial Replaced,Island,1,167.323282,-47.225738
Pohowaitai Island,Official Assigned,Island,1,167.323282,-47.225738
Pohue,Official Assigned,Locality,1,177.179776,-39.019864
Pohue Stream,Official Assigned,Stream,1,175.529933,-37.016612
Pohue Stream,Unofficial Recorded,Stream,1,177.173056,-39.021417
Pohue Stream,Unofficial Recorded,Stream,1,178.151056,-37.724556
Pohuehue,Unofficial Recorded,Locality,1,174.652917,-36.464306
Pohuehue Scenic Reserve,Official Validated,scenic reserve,1,174.649722,-36.455556
Pohuenui River,Unofficial Recorded,Stream,1,174.420639,-35.942583
Pohuenui Scenic Reserve,Official Validated,scenic reserve,1,174.408333,-35.926944
Pohuenui Stream,Unofficial Recorded,Stream,1,177.126639,-39.094639
Pohueroa Stream,Unofficial Recorded,Stream,1,176.035417,-39.712528
Pohueroro Stream,Unofficial Recorded,Stream,1,177.880222,-37.727528
Pohuetahi Stream,Unofficial Recorded,Stream,1,173.955889,-35.585417
Pohueuorau Bay,Unofficial Recorded,Bay,1,178.001639,-37.547611
Pohutukawa Bay,Unofficial Recorded,Bay,1,174.945806,-36.727944
Pohutukawa Bay,Unofficial Recorded,Bay,1,174.9885,-36.878139
Pohutukawa Bay,Unofficial Recorded,Bay,1,175.147556,-36.846278
Pohutukawa Flat,Unofficial Recorded,Flat,1,175.105806,-36.181889
Pohutukawa Grove Recreation Reserve,Official Validated,recreation reserve,1,175.843889,-36.966111
Pohutukawa Stream,Official Assigned,Stream,1,175.100759,-36.189239
Poiatangata Stream,Unofficial Recorded,Stream,1,176.728972,-38.654833
Poikeke Island,Official Assigned,Island,1,175.797243,-36.820393
Poiki,Unofficial Recorded,Hill,1,175.381778,-39.642222
Poinga Stream,Official Assigned,Stream,1,177.278545,-38.781216
Point Alison,Official Assigned,Point,0,-176.867024,-43.789365
Point Alison,Official Assigned,Point,0,183.132976,-43.789365
Point Arthur,Unofficial Recorded,Point,0,174.885361,-41.307194
Point Burn,Unofficial Recorded,Stream,0,167.625944,-45.28925
Point Cameron,Unofficial Recorded,Point,0,166.683361,-46.115083
Point Campbell,Unofficial Recorded,Point,0,167.365222,-45.881806
Point Chevalier,Unofficial Recorded,Point,0,174.692194,-36.85125
Point Chevalier,Unofficial Recorded,Suburb,0,174.702472,-36.866028
Point Chevalier Beach,Unofficial Recorded,Beach,0,174.702361,-36.85425
Point Dorset,Official Assigned,Point,0,-176.704344,-43.825399
Point Dorset,Official Assigned,Point,0,183.295656,-43.825399
Point Dorset,Unofficial Recorded,Point,0,174.837639,-41.330667
Point Dorset Recreation Reserve,Unofficial Discontinued,recreation reserve,0,174.83673,-41.32807
Point Durham,Official Assigned,Point,0,-176.683441,-44.01105
Point Durham,Official Assigned,Point,0,183.316559,-44.01105
Point Elizabeth,Unofficial Recorded,Point,0,171.219167,-42.379361
Point England,Unofficial Recorded,Point,0,174.872528,-36.883861
Point England,Unofficial Recorded,Suburb,0,174.861667,-36.884111
Point Erin,Unofficial Recorded,Point,0,174.741194,-36.836944
Point Gap,Official Assigned,Point,0,-176.662375,-44.068652
Point Gap,Official Assigned,Point,0,183.337625,-44.068652
Point George,Unofficial Recorded,Point,0,173.838917,-40.86175
Point Gibson,Unofficial Recorded,Point,0,173.318139,-42.880944
Point Gordon,Unofficial Recorded,Point,0,174.837,-41.295889
Point Halswell,Unofficial Recorded,Point,0,174.824389,-41.284194
Point Howard,Unofficial Recorded,Point,0,174.9035,-41.253306
Point Howard,Unofficial Recorded,Suburb,0,174.911917,-41.251806
Point Howard Post Office,Unofficial Discontinued,Building,0,174.907076,-41.253372
Point Jerningham,Unofficial Recorded,Point,0,174.804583,-41.285583
Point Jones,Unofficial Recorded,Point,0,167.443722,-45.864
Point Kean,Unofficial Recorded,Point,0,173.720139,-42.420028
Point Miller,Unofficial Recorded,Point,0,167.500194,-45.832528
Point Munning,Official Assigned,Point,0,-176.204722,-43.7275
Point Munning,Official Assigned,Point,0,183.795278,-43.7275
Point Niccolo,Unofficial Recorded,Point,0,170.076972,-43.696417
Point Resolution,Unofficial Recorded,Point,0,174.790833,-36.84875
Point Somes,Official Assigned,Point,0,-176.882704,-43.840343
Point Somes,Official Assigned,Point,0,183.117296,-43.840343
Point Webb,Official Assigned,Point,0,-176.567261,-43.942179
Point Webb,Official Assigned,Point,0,183.432739,-43.942179
Point Weeding,Official Assigned,Point,0,-176.572664,-43.942176
Point Weeding,Official Assigned,Point,0,183.427336,-43.942176
Point Wells,Unofficial Recorded,Locality,0,174.7605,-36.321917
Point Wells,Unofficial Recorded,Point,0,174.757222,-36.32025
Poipoi Stream,Unofficial Recorded,Stream,1,178.349944,-37.752778
Poison Bay,Unofficial Recorded,Bay,0,167.645722,-44.665139
Poison Creek,Unofficial Recorded,Stream,0,169.309944,-44.801917
Poison Point,Unofficial Recorded,Point,0,174.010861,-41.177083
Pokaewhenua Pa,Unofficial Recorded,Site,1,175.297861,-37.337139
