id,name,status,feat_type,latitude,longitude,reo,maybe,other
50128,Little Port Cooper,Unofficial Replaced,Bay,-43.612929,172.814111,0,0,3
26683,Little Puketapu,Unofficial Recorded,Hill,-45.248333,170.443139,1,0,1
26684,Little Pyramid,Unofficial Recorded,Hill,-39.287222,174.029750,0,0,2
26685,Little Rakaia,Unofficial Recorded,Locality,-43.854222,172.216417,1,0,1
2869,Little Range,Official Assigned,Range,-44.426521,170.427895,0,0,2
12647,Little Razorback Island,Official Validated,Island,-77.668528,166.531091,0,0,3
26686,Little Red Hill,Unofficial Recorded,Hill,-44.373222,168.292417,0,0,3
26687,Little Red Hill Range,Unofficial Recorded,Range,-44.348556,168.281694,0,0,4
26688,Little Rhoboro Hills,Unofficial Recorded,Range,-44.124222,170.092778,0,0,3
2870,Little River,Official Assigned,Stream,-46.866272,168.107209,0,0,2
26689,Little River,Unofficial Recorded,Locality,-43.769111,172.782389,0,0,2
26690,Little River,Unofficial Recorded,Stream,-43.459194,171.554194,0,0,2
50129,Little River,Unofficial Replaced,Stream,-46.909670,167.911530,0,0,2
26691,Little Ross Stream,Unofficial Recorded,Stream,-45.618167,170.286889,0,0,3
2871,Little Rough,Official Assigned,Ridge,-43.706541,170.486174,0,0,2
26692,Little Rough Ridge,Unofficial Recorded,Ridge,-45.056417,169.976556,0,0,3
26693,Little Sandy Point,Unofficial Recorded,Point,-36.727444,174.951167,0,0,3
26694,Little Shiel Hill,Unofficial Recorded,Hill,-44.672111,168.715806,0,0,3
26695,Little Shoal Bay,Unofficial Recorded,Bay,-36.821722,174.738667,0,0,3
2872,Little Siberia Stream,Official Assigned,Stream,-41.863705,173.067172,0,0,3
26696,Little Sisters,Unofficial Recorded,Hill,-42.772056,172.305833,0,0,2
26697,Little Slate River,Official Approved,Stream,-40.774721,172.594967,0,0,3
26698,Little Slaty Creek,Official Approved,Stream,-40.714111,172.442444,0,0,3
26699,Little Snowdon,Unofficial Recorded,Hill,-43.439778,171.711861,0,0,2
2873,Little Solander Island,Official Assigned,Island,-46.569305,166.862646,0,0,3
2874,Little Spur,Official Assigned,Ridge,-43.509989,170.684864,0,0,2
26701,Little Stony Creek,Unofficial Recorded,Stream,-44.887472,168.423861,0,0,3
26702,Little Sylvester Lake,Official Approved,Lake,-41.110917,172.624324,0,0,3
26703,Little Table Hill,Unofficial Recorded,Hill,-45.237167,170.700278,0,0,3
26704,Little Te Maari Stream,Unofficial Recorded,Stream,-37.918444,174.946361,2,0,2
26705,Little Ten Mile Creek,Unofficial Recorded,Stream,-41.836306,171.684167,0,0,4
26706,Little Totara River,Unofficial Recorded,Stream,-41.881500,171.473528,1,0,2
26707,Little Triangle,Unofficial Recorded,Hill,-40.721611,175.435056,0,0,2
26708,Little Twin,Unofficial Recorded,Hill,-41.336167,173.393639,0,0,2
26709,Little Uncles Creek,Unofficial Recorded,Stream,-42.657917,171.475361,0,0,3
2875,Little Unknown,Official Assigned,Hill,-43.327296,170.623656,0,0,2
2876,Little Valley,Official Assigned,Locality,-45.307620,169.466473,0,0,2
26711,Little Valley Creek,Unofficial Recorded,Stream,-45.289500,169.461750,0,0,3
26712,Little Valley Creek (West Branch),Unofficial Recorded,Stream,-45.348528,169.471472,0,0,5
26713,Little Waihi,Unofficial Recorded,Locality,-37.763250,176.472944,1,0,1
26714,Little Waihi Stream,Unofficial Recorded,Stream,-34.983944,173.144583,1,0,2
2877,Little Waikawa Bay,Official Assigned,Bay,-41.070723,174.265883,1,0,2
26715,Little Waingaro River,Official Approved,Stream,-40.927869,172.746373,1,0,2
2878,Little Waipakihi Stream,Official Assigned,Stream,-39.251955,175.826468,1,0,2
26716,Little Wairio Hill,Unofficial Recorded,Hill,-45.992417,168.012472,1,0,2
26717,Little Wanganui,Unofficial Recorded,Locality,-41.377167,172.060111,1,0,1
26718,Little Wanganui Head,Unofficial Recorded,Point,-41.390917,172.053194,1,0,2
8443,Little Wanganui Recreation Reserve,Official Validated,recreation reserve,-41.376111,172.076111,1,0,3
26719,Little Wanganui River,Unofficial Recorded,Stream,-41.391000,172.057306,1,0,2
26720,Little Wanganui Saddle,Unofficial Recorded,Pass,-41.394250,172.294139,1,0,2
26721,Little Wart Hill,Unofficial Recorded,Hill,-45.666194,169.155889,0,0,3
26722,Little Welshmans Creek,Unofficial Recorded,Stream,-45.502611,168.957361,0,0,3
26723,Littles Clearing,Unofficial Recorded,Place,-39.278278,176.437417,0,0,2
26724,Littles Stream,Unofficial Recorded,Stream,-43.730667,170.250139,0,0,2
26725,Littles Water Race,Unofficial Recorded,Stream,-44.877778,168.999278,0,0,3
12648,Liv Glacier,Official Validated,Glacier,-84.916667,192.000000,0,0,2
2879,Liverpool Bills Creek,Official Assigned,Stream,-42.534552,171.349417,0,0,3
26726,Liverpool Bills Gully,Unofficial Recorded,Valley,-42.672972,171.094694,0,0,3
26727,Liverpool Creek,Unofficial Recorded,Stream,-42.259361,171.434861,0,0,2
26728,Liverpool Glacier,Unofficial Recorded,Glacier,-44.428028,168.614000,0,0,2
26729,Liverpool Stream,Unofficial Recorded,Stream,-44.429722,168.648806,0,0,2
26730,Livingstone,Unofficial Recorded,Locality,-44.964028,170.580389,0,0,1
26731,Livingstone,Unofficial Recorded,Locality,-39.937333,175.654694,0,0,1
2880,Livingstone Bay,Official Assigned,Bay,-43.598635,172.764637,0,0,2
26732,Livingstone Creek,Unofficial Recorded,Stream,-42.442944,171.411639,0,0,2
26733,Livingstone Mountains,Unofficial Recorded,Range,-44.909917,168.129639,0,0,2
26734,Lizard,Unofficial Recorded,Ridge,-39.292389,174.065833,0,0,1
2881,Lizard Gully,Official Assigned,Valley,-43.472946,170.870426,0,0,2
26735,Lizard Isle,Unofficial Recorded,Island,-35.909694,175.115361,0,0,2
12649,Lizard Point,Official Validated,Point,-84.800000,163.666667,0,0,2
2882,Lizard Stream,Official Assigned,Stream,-42.188395,173.407675,0,0,2
12650,Lizards Foot,Official Validated,Ridge,-77.220833,161.766667,0,0,2
26736,Llawrenny Peaks,Unofficial Recorded,Range,-44.653750,167.807972,0,0,2
26737,Llewellyn Creek,Unofficial Recorded,Stream,-43.708722,169.896611,0,0,2
14559,Lliomama Rock,Unofficial Recorded,Reef,-36.808333,174.885667,0,0,2
14560,Lloyd Dome,Unofficial Recorded,Hill,-30.180000,181.430167,0,0,2
12651,Lloyd Icefall,Official Validated,Ice Feature,-72.066667,165.450000,0,0,2
26738,Lloyd Island,Unofficial Recorded,Island,-45.140139,167.152250,0,0,2
26739,Lloyd Peak,Unofficial Recorded,Hill,-44.772083,167.916167,0,0,2
26740,Lloyds Hill,Unofficial Recorded,Hill,-36.619556,174.632944,0,0,2
26741,Loaf Creek,Unofficial Recorded,Stream,-41.483333,172.473028,0,0,2
26742,Lobbs Creek,Unofficial Recorded,Stream,-42.257639,171.790667,0,0,2
26743,Lobbs Hill,Unofficial Recorded,Hill,-45.950333,170.286278,0,0,2
10468,Lobeck Glacier,Official Assigned,Glacier,-77.220833,161.766667,0,0,2
26744,Loburn,Unofficial Recorded,Locality,-43.247000,172.529722,0,0,1
26745,Loburn North,Unofficial Recorded,Locality,-43.224917,172.516972,0,0,2
26746,Loch Burn,Unofficial Recorded,Stream,-45.120472,167.653972,0,0,2
2883,Loch Cameron,Official Assigned,Lake,-44.219691,170.054870,0,0,2
26747,Loch Katrine,Unofficial Recorded,Lake,-42.716556,172.196750,0,0,2
8444,Loch Katrine Recreation Reserve,Official Validated,recreation reserve,-42.722778,172.206667,0,0,4
26748,Loch Loudon,Unofficial Recorded,Bay,-45.877639,169.973361,0,0,2
26749,Loch Luella,Unofficial Recorded,Lake,-45.864528,169.950139,0,0,2
26750,Loch Maree,Unofficial Recorded,Lake,-45.684639,167.059333,1,0,1
26751,Loch Norrie,Unofficial Recorded,Locality,-36.647972,174.485750,0,0,2
2884,Lochaber Stream,Official Assigned,Stream,-43.372406,171.041150,0,0,2
2885,Lochaber Stream,Official Assigned,Stream,-43.836396,171.093332,0,0,2
26754,Lochar Burn,Unofficial Recorded,Stream,-44.865056,169.262028,0,0,2
2886,Lochar Telephone Office,Unofficial Discontinued,Building,-44.907468,169.283059,0,0,3
8445,Locharburn Scenic Reserve,Official Validated,scenic reserve,-45.900556,170.412222,0,0,3
8446,Locharburn Scientific Reserve,Official Validated,scientific reserve,-45.900556,170.412222,0,0,3
26755,Lochiel,Unofficial Recorded,Locality,-46.204111,168.333306,0,0,1
2887,Lochiel Stream,Official Assigned,Stream,-43.396708,171.058850,0,0,2
26756,Lochindorb,Unofficial Recorded,Locality,-46.332806,169.514194,0,0,1
2888,Lochinvar Stream,Official Assigned,Stream,-42.938939,172.024218,0,0,2
26757,Lochmara Bay,Unofficial Recorded,Bay,-41.234750,174.001250,0,0,2
8447,Lochmara Bay Scenic Reserve,Official Validated,scenic reserve,-41.228333,173.988611,0,0,4
8448,Lochmara West Bay Recreation Reserve,Official Validated,recreation reserve,-41.220556,173.991111,0,0,5
2889,Lochnagar,Official Assigned,Hill,-44.595076,168.568374,0,0,1
26759,Lochnagar,Unofficial Recorded,Lake,-44.590000,168.602000,0,0,1
26760,Lochnagar Ridge,Unofficial Recorded,Ridge,-42.108694,171.552667,0,0,2
26761,Lochy River,Unofficial Recorded,Stream,-45.249889,168.465917,0,0,2
26762,Lock Creek,Unofficial Recorded,Stream,-42.335500,172.115500,0,0,2
2890,Locke Creek,Official Assigned,Stream,-42.756206,171.835395,0,0,2
26763,Lockett Range,Official Approved,Range,-41.073001,172.618042,0,0,2
11268,Lockhart Ridge,Official Validated,Ridge,-85.033333,185.166667,0,0,2
26764,Lockharts Stream,Unofficial Recorded,Stream,-44.222917,170.649472,0,0,2
2891,Lockington Pakihi,Official Assigned,Area,-41.899593,171.511128,1,0,1
26765,Lode Creek,Unofficial Recorded,Stream,-43.026556,170.777528,0,0,2
26766,Lodestone,Official Approved,Hill,-41.170306,172.745778,0,0,1
2892,Lodestone Creek,Official Assigned,Stream,-41.171306,172.728971,0,0,2
2893,Lodge Stream,Official Assigned,Stream,-43.715659,171.027148,0,0,2
2894,Lodore Creek,Official Assigned,Stream,-44.041578,169.479412,0,0,2
26767,Lodore Creek,Unofficial Recorded,Stream,-42.784167,171.309778,0,0,2
10469,Loewenstein Peak,Official Assigned,Hill,-77.305556,161.141667,0,0,2
12652,Loftus Glacier,Official Validated,Glacier,-77.550000,162.766667,0,0,2
10470,Lofty Promenade,Official Assigned,Glacier,-77.516667,168.866667,0,0,2
2895,Log Pool,Official Assigned,Pool,-38.973496,175.807915,0,0,2
26768,Log Pool,Unofficial Recorded,Bay,-38.106194,176.409806,0,0,2
26769,Log Pool,Unofficial Recorded,Lake,-38.972417,175.806333,0,0,2
26770,Logan,Unofficial Recorded,Hill,-40.720444,175.456944,0,0,1
26771,Logan Burn,Unofficial Recorded,Stream,-45.473306,169.905694,0,0,2
49534,Logan Point,Unofficial Recorded,Point,-50.871590,165.910950,0,0,2
2896,Logan Stream,Official Assigned,Stream,-43.444037,171.312170,0,0,2
2897,Logans Mistake,Official Assigned,Area,-43.069327,171.315687,0,0,2
26772,Logantown,Unofficial Recorded,Locality,-44.937000,169.361639,0,0,1
12653,Logie Glacier,Official Validated,Glacier,-85.300000,184.666667,0,0,2
26773,Logjam Creek,Unofficial Recorded,Stream,-42.618500,171.836361,0,0,2
8449,Logues Bush Scenic Reserve,Official Validated,scenic reserve,-36.257500,174.588056,0,0,4
2898,Lois Peak,Official Assigned,Hill,-44.309598,168.885040,0,0,2
26775,London Creek,Unofficial Recorded,Stream,-41.812917,174.177694,0,0,2
26776,London Hill,Unofficial Recorded,Hill,-41.804056,174.171944,0,0,2
26777,London Stream,Unofficial Recorded,Stream,-40.043556,175.827667,0,0,2
26778,Londonderry Creek,Unofficial Recorded,Stream,-44.838000,168.665722,0,0,2
2899,Londonderry Terrace,Official Assigned,Flat,-44.847541,168.679820,0,0,2
26779,Lone Creek,Unofficial Recorded,Stream,-44.841806,170.417389,0,0,2
2900,Lone Hand,Official Assigned,Hill,-42.155831,171.469593,0,0,2
2901,Lone Island,Official Assigned,Island,-45.114409,167.845292,0,0,2
26781,Lone Rock,Unofficial Recorded,Rock,-41.076917,173.657944,0,0,2
8450,Lonekers Bush Scenic Reserve,Official Validated,scenic reserve,-45.900556,170.412222,0,0,4
26782,Lonely Bay,Unofficial Recorded,Bay,-36.828222,175.732444,0,0,2
12654,Lonely One Nunatak,Official Validated,Ice Feature,-71.200000,161.300000,0,1,2
2902,Lonely Pool,Official Assigned,Pool,-38.987360,175.821005,0,0,2
26783,Lonely Pool,Unofficial Recorded,Lake,-38.987667,175.819278,0,0,2
2903,Lonesome Brook,Official Assigned,Stream,-36.875090,174.590690,0,0,2
26784,Lonesome Creek,Unofficial Recorded,Stream,-44.287028,168.770722,0,0,2
14561,Long Basin,Unofficial Recorded,Basin,-45.990000,166.800000,0,0,2
2905,Long Bay,Official Assigned,Bay,-43.880537,172.855335,0,0,2
2904,Long Bay,Official Assigned,Bay,-36.255414,175.388430,0,0,2
2906,Long Bay,Official Assigned,Suburb,-36.687064,174.746162,0,0,2
26785,Long Bay,Unofficial Recorded,Bay,-36.681361,174.751306,0,0,2
26786,Long Bay,Unofficial Recorded,Bay,-36.747500,175.473444,0,0,2
26787,Long Bay,Unofficial Recorded,Locality,-36.687028,174.742944,0,0,2
10198,Long Bay-Okura Marine Reserve,Official Validated,marine reserve,-36.671389,174.747222,0,0,4
8451,Long Bay Scenic Reserve,Official Validated,scenic reserve,-43.859722,172.871389,0,0,4
13891,Long Beach,Official Assigned,Beach,-43.835065,183.412966,0,0,2
2907,Long Beach,Official Assigned,Flat,-44.028031,168.866031,0,0,2
2908,Long Beach,Official Assigned,Beach,-45.752581,170.648465,0,0,2
26788,Long Beach,Unofficial Recorded,Beach,-35.259417,174.134278,0,0,2
26789,Long Beach,Unofficial Recorded,Beach,-40.909222,174.005583,0,0,2
26790,Long Beach,Unofficial Recorded,Beach,-46.628306,169.262528,0,0,2
26791,Long Beach,Unofficial Recorded,Locality,-45.759500,170.646417,0,0,2
26792,Long Beach,Unofficial Recorded,Place,-44.028000,168.866861,0,0,2
8452,Long Beach Recreation Reserve,Official Validated,recreation reserve,-45.753889,170.643333,0,0,4
8453,Long Beach Scenic Reserve,Official Validated,scenic reserve,-46.617222,169.263333,0,0,4
26793,Long Boat,Unofficial Recorded,Island,-43.735917,173.127056,0,0,2
26794,Long Branch Creek,Unofficial Recorded,Stream,-40.901056,172.991611,0,0,3
2909,Long Brook,Official Assigned,Stream,-36.952021,174.594457,0,0,2
26795,Long Burn,Unofficial Recorded,Stream,-45.803694,166.973167,0,0,2
26796,Long Burn,Unofficial Recorded,Stream,-45.260139,168.563139,0,0,2
26797,Long Charlie Spur,Unofficial Recorded,Ridge,-44.646278,168.514028,0,0,3
26799,Long Creek,Official Approved,Stream,-40.660444,172.458028,0,0,2
2910,Long Creek,Official Assigned,Stream,-43.194029,171.669726,0,0,2
2911,Long Creek,Official Assigned,Stream,-43.077186,171.588959,0,0,2
26798,Long Creek,Unofficial Recorded,Stream,-42.957722,170.847917,0,0,2
26800,Long Creek,Unofficial Recorded,Stream,-42.296833,173.654722,0,0,2
13710,Long Falls,Official Assigned,Waterfall,-52.526977,169.234637,0,0,2
26801,Long Flat Creek,Unofficial Recorded,Stream,-44.103917,169.507306,0,0,3
2912,Long Gully,Official Assigned,Valley,-45.035467,167.765319,0,0,2
2913,Long Gully,Official Assigned,Valley,-44.918972,168.686038,0,0,2
26803,Long Gully,Unofficial Recorded,Valley,-45.088472,169.089583,0,0,2
26804,Long Gully,Unofficial Recorded,Valley,-43.790889,169.242722,0,0,2
26805,Long Gully,Unofficial Recorded,Valley,-44.776028,169.394778,0,0,2
26807,Long Gully,Unofficial Recorded,Valley,-45.209750,169.398417,0,0,2
26806,Long Gully,Unofficial Recorded,Valley,-45.122444,169.195194,0,0,2
26808,Long Gully,Unofficial Recorded,Valley,-44.678889,170.124806,0,0,2
26809,Long Gully,Unofficial Recorded,Valley,-44.750861,170.152750,0,0,2
26810,Long Gully,Unofficial Recorded,Valley,-44.946167,169.796917,0,0,2
26811,Long Gully,Unofficial Recorded,Valley,-44.909556,170.044056,0,0,2
26812,Long Gully,Unofficial Recorded,Valley,-42.278889,171.796333,0,0,2
26813,Long Gully,Unofficial Recorded,Valley,-41.696111,172.684306,0,0,2
26814,Long Gully,Unofficial Recorded,Valley,-42.536417,172.725528,0,0,2
26815,Long Gully,Unofficial Recorded,Valley,-41.601139,172.879972,0,0,2
26816,Long Gully,Unofficial Recorded,Valley,-41.425361,173.161083,0,0,2
26817,Long Gully,Unofficial Recorded,Valley,-41.324917,174.718083,0,0,2
26818,Long Gully Stream,Unofficial Recorded,Stream,-41.297222,172.726750,0,0,3
26819,Long Gully Stream,Unofficial Recorded,Stream,-41.766056,172.679806,0,0,3
26820,Long Gully Stream,Unofficial Recorded,Stream,-41.499861,172.827944,0,0,3
2914,Long Harry Bay,Official Assigned,Bay,-46.691710,167.790438,0,0,3
2915,Long Hill,Official Assigned,Hill,-43.075628,171.792124,0,0,2
2916,Long Hill Saddle,Official Assigned,Pass,-43.088244,171.797240,0,0,3
50130,Long Island,Unofficial Replaced,Island,-47.234817,167.416147,0,0,2
26821,Long Island,Unofficial Recorded,Island,-45.761444,166.697000,0,0,2
26822,Long Island,Unofficial Recorded,Island,-41.118611,174.276722,0,0,2
10199,Long Island - Kokomohua Marine Reserve,Official Validated,marine reserve,-41.114167,174.287500,1,0,4
8454,Long Island Scenic Reserve,Official Validated,scenic reserve,-41.117222,174.281667,0,0,4
26823,Long Lookout Point,Unofficial Recorded,Point,-43.652722,173.046944,0,0,3
26824,Long Point,Unofficial Recorded,Point,-46.259750,167.106139,0,0,2
26825,Long Point,Unofficial Recorded,Point,-45.352472,169.994694,0,0,2
26826,Long Point,Unofficial Recorded,Point,-36.503444,175.444278,0,0,2
26827,Long Point,Unofficial Recorded,Point,-35.011306,173.270083,0,0,2
26828,Long Point,Unofficial Recorded,Point,-41.811639,174.218083,0,0,2
26829,Long Point (Taramahiti Point),Unofficial Recorded,Point,-39.159000,177.822194,1,0,3
26830,Long Point Island,Unofficial Recorded,Place,-41.320556,175.178611,0,0,3
8455,Long Point Scenic Reserve,Official Validated,scenic reserve,-46.575556,169.582778,0,0,4
13892,Long Pond,Official Assigned,Lake,-43.880205,183.585508,0,0,2
26831,Long Range Lake,Unofficial Recorded,Lake,-40.134611,176.776556,0,0,3
26832,Long Reef,Unofficial Recorded,Reef,-46.218417,166.679639,0,0,2
26833,Long Reef,Unofficial Recorded,Reef,-44.328139,167.994500,0,0,2
26834,Long Reef Point,Unofficial Recorded,Point,-43.853861,173.057667,0,0,3
26835,Long Reef Point,Unofficial Recorded,Point,-41.023389,173.798028,0,0,3
2917,Long Ridge,Official Assigned,Ridge,-45.769984,170.431573,0,0,2
26836,Long Ridge,Unofficial Recorded,Ridge,-41.232333,175.035306,0,0,2
26837,Long Sound,Unofficial Recorded,Bay,-45.982194,166.824861,0,0,2
2918,Long Spur,Official Assigned,Ridge,-43.204583,171.117571,0,0,2
2919,Long Spur,Official Assigned,Ridge,-39.759212,176.281907,0,0,2
2920,Long Spur,Official Assigned,Ridge,-43.837443,171.175984,0,0,2
26838,Long Spur,Unofficial Recorded,Ridge,-45.633306,169.135000,0,0,2
26839,Long Spur,Unofficial Recorded,Ridge,-45.089028,169.393778,0,0,2
26840,Long Spur,Unofficial Recorded,Ridge,-44.840222,170.056028,0,0,2
26841,Long Spur,Unofficial Recorded,Ridge,-44.913528,170.192889,0,0,2
26843,Long Spur,Unofficial Recorded,Ridge,-43.205806,171.657472,0,0,2
26844,Long Spur,Unofficial Recorded,Ridge,-42.291361,172.703333,0,0,2
26845,Long Spur Creek,Unofficial Recorded,Stream,-44.685639,169.556361,0,0,3
2921,Long Spur Stream,Official Assigned,Stream,-43.060244,172.219981,0,0,3
26846,Long Tunnel Creek,Unofficial Recorded,Stream,-42.932250,170.826139,0,0,3
26847,Long Valley,Unofficial Recorded,Valley,-45.764778,167.815139,0,0,2
26848,Long Valley Creek,Unofficial Recorded,Stream,-45.413278,169.656806,0,0,3
26849,Long Valley Creek,Unofficial Recorded,Stream,-44.517472,169.201639,0,0,3
26850,Long Valley Creek,Unofficial Recorded,Stream,-40.905139,173.053083,0,0,3
2922,Long Valley Stream,Official Assigned,Stream,-43.077405,171.695116,0,0,3
26851,Long White Lagoon,Unofficial Recorded,Lake,-46.353389,168.159361,0,0,3
26852,Longbeach,Unofficial Recorded,Locality,-44.090583,171.688361,0,0,1
26853,Longbeach Creek,Unofficial Recorded,Stream,-46.603972,169.245833,0,0,2
26854,Longburn,Unofficial Recorded,Locality,-40.381250,175.534278,0,0,1
26855,Longbush,Unofficial Recorded,Locality,-46.371806,168.510694,0,0,1
26856,Longbush,Unofficial Recorded,Locality,-41.155306,175.609944,0,0,1
2923,Longden Stream,Official Assigned,Stream,-44.368439,170.655328,0,0,2
26857,Longfellow Bay,Unofficial Recorded,Bay,-41.176833,174.199389,0,0,2
26858,Longfellow Range,Unofficial Recorded,Range,-39.500972,176.352778,0,0,2
26859,Longford,Unofficial Recorded,Locality,-41.787167,172.371944,0,0,1
8456,Longford Scenic Reserve,Official Validated,scenic reserve,-41.787500,172.344444,0,0,3
2924,Longford Stream,Official Assigned,Stream,-42.597888,172.990051,0,0,2
11269,Longhorn Spurs,Official Validated,Ridge,-84.600000,185.250000,0,0,2
11270,Longhurst Plateau,Official Validated,Plateau,-79.383333,156.333333,0,0,2
26860,Longlands,Unofficial Recorded,Locality,-39.664750,176.810778,0,0,1
26861,Longman Range,Unofficial Recorded,Range,-43.504389,171.241556,0,0,2
26862,Longridge,Unofficial Recorded,Locality,-45.869306,168.632944,0,0,1
26863,Longridge Creek,Unofficial Recorded,Stream,-44.216556,168.155361,0,0,2
26864,Longridge North,Unofficial Recorded,Locality,-45.780278,168.551278,0,0,2
26865,Longridge Point,Unofficial Recorded,Point,-44.202889,168.152972,0,0,2
26866,Longridge Stream,Unofficial Recorded,Stream,-45.824417,168.593861,0,0,2
26867,Longslip Creek,Unofficial Recorded,Stream,-44.551861,169.694306,0,0,2
26868,Longslip Mountain,Unofficial Recorded,Hill,-44.534889,169.671528,0,0,2
12655,Longstaff Peaks,Official Validated,Hill,-82.900000,165.666667,0,0,2
26869,Longuet Creek,Unofficial Recorded,Stream,-47.140583,167.685694,0,0,2
26870,Longwood,Unofficial Recorded,Locality,-46.343528,167.955861,0,0,1
26871,Longwood Range,Unofficial Recorded,Range,-46.225111,167.838222,0,0,2
2926,Lonnekers Beach,Official Assigned,Beach,-46.899840,168.140496,0,0,2
2927,Lonnekers Point,Official Assigned,Point,-46.899337,168.138260,0,0,2
14563,Look-out-for-Reef,Unofficial Recorded,Reef,-46.891667,167.666667,0,0,1
14562,Looking Glass Basin,Unofficial Recorded,Basin,-44.911000,167.183333,0,0,3
26872,Looking Glass Bay,Unofficial Recorded,Bay,-44.922667,167.228028,0,0,3
26873,Lookout,Unofficial Recorded,Hill,-46.099750,170.071639,0,0,1
13711,Lookout Bay,Official Assigned,Bay,-52.545252,169.158183,0,0,2
2928,Lookout Bay,Official Assigned,Bay,-40.736368,173.873205,0,0,2
2929,Lookout Bluff,Official Assigned,Cliff,-41.799264,173.377892,0,0,2
26874,Lookout Bluff,Unofficial Recorded,Cliff,-45.269083,170.861222,0,0,2
2930,Lookout Hill,Official Assigned,Hill,-42.324320,172.658640,0,0,2
26875,Lookout Hill,Unofficial Recorded,Hill,-45.367333,167.765222,0,0,2
26876,Lookout Hill,Unofficial Recorded,Hill,-44.592111,169.005000,0,0,2
26877,Lookout Hill,Unofficial Recorded,Hill,-45.101250,169.954000,0,0,2
26878,Lookout Hill,Unofficial Recorded,Hill,-39.646444,176.495000,0,0,2
26879,Lookout Knob,Official Approved,Hill,-40.817778,172.594722,0,0,2
49275,Lookout Nunatak,Unofficial Recorded,Ice Feature,-72.383333,163.916667,0,0,2
26880,Lookout Peak,Unofficial Recorded,Hill,-42.771083,171.949694,0,0,2
26881,Lookout Peak,Unofficial Recorded,Hill,-41.150889,173.742083,0,0,2
26883,Lookout Point,Official Approved,Place,-40.904482,172.421757,0,0,2
2931,Lookout Point,Official Assigned,Point,-40.821114,175.491395,0,0,2
2932,Lookout Point,Official Assigned,Suburb,-45.896620,170.463508,0,0,2
26882,Lookout Point,Unofficial Recorded,Place,-45.077917,169.373611,0,0,2
26884,Lookout Point,Unofficial Recorded,Point,-46.624278,168.327306,0,0,2
26885,Lookout Range,Unofficial Recorded,Range,-41.523583,172.589917,0,0,2
2933,Lookout Stream,Official Assigned,Stream,-41.856278,173.747576,0,0,2
26886,Lookup Creek,Unofficial Recorded,Stream,-43.748750,170.927861,0,0,2
26887,Loop Creek,Unofficial Recorded,Stream,-44.157556,168.652611,0,0,2
26888,Loop Creek,Unofficial Recorded,Stream,-43.014722,170.817167,0,0,2
8457,Loopline Road Scenic Reserve,Official Validated,scenic reserve,-42.725000,171.237222,0,0,4
26889,Lopside Knob,Unofficial Recorded,Hill,-43.990778,169.236528,0,0,2
26890,Lora Stream,Unofficial Recorded,Stream,-46.039944,168.536000,0,0,2
26891,Lord Ashley Bay,Unofficial Recorded,Bay,-40.956111,174.081556,0,0,3
26892,Lord Glacier,Unofficial Recorded,Glacier,-43.249944,170.858972,0,0,2
14155,Lord Howe Rise,Official Adopted,Rise,-30.500000,163.750000,0,0,3
26893,Lord Range,Unofficial Recorded,Range,-43.243861,170.823083,0,0,2
26894,Lord River,Unofficial Recorded,Stream,-43.263833,170.773250,0,0,2
8458,Lords Bush Scenic Reserve,Official Validated,scenic reserve,-43.293056,171.932500,0,0,4
2934,Lords River Head,Official Assigned,Point,-47.116420,168.134925,0,0,3
8459,Lords River Islands Scenic Reserve,Official Validated,scenic reserve,-45.900556,170.412222,0,0,5
7353,Lords River/Tūtaekawetoweto,Official Altered,Stream,-47.081436,168.065310,1,0,2
26895,Lorenzen Bay,Unofficial Recorded,Bay,-37.798389,174.886000,0,0,2
26896,Lorn Peak,Unofficial Recorded,Hill,-45.344111,168.791889,0,0,2
26897,Lorneville,Unofficial Recorded,Locality,-46.342389,168.341083,0,0,1
26898,Lornty Glacier,Unofficial Recorded,Glacier,-43.226361,170.888944,0,0,2
26899,Lort Point,Unofficial Recorded,Point,-35.831167,174.502528,0,0,2
26900,Lost Creek,Unofficial Recorded,Stream,-44.025028,169.521722,0,0,2
26901,Lost Creek,Unofficial Recorded,Stream,-42.203250,171.917500,0,0,2
2935,Lost Stream,Official Assigned,Stream,-41.875593,173.037832,0,0,2
2936,Lost Valley Creek,Official Assigned,Stream,-41.402292,172.383885,0,0,3
26902,Lothian,Unofficial Recorded,Hill,-44.678194,170.792667,0,0,1
26903,Lotkow Creek,Unofficial Recorded,Stream,-39.325472,176.453417,0,0,2
2937,Lots Wife,Official Assigned,Island,-36.176420,175.112333,0,0,2
26904,Lots Wife,Unofficial Recorded,Hill,-45.472194,170.471556,0,0,2
8460,Lottery Bush Scenic Reserve,Official Validated,scenic reserve,-42.551111,173.089444,0,0,4
26905,Lottery River,Unofficial Recorded,Stream,-42.464278,173.123611,0,0,2
26906,Lottin Point (Wakatiri),Unofficial Recorded,Point,-37.533667,178.171778,1,0,2
14564,Lottin Ridge,Unofficial Discontinued,Ridge,-37.348833,178.292833,0,0,2
26907,Loudon Hill,Unofficial Recorded,Hill,-45.860306,167.766111,0,0,2
26908,Loughlins Bay,Unofficial Recorded,Bay,-37.090417,175.516083,0,0,2
26909,Louies Stream,Unofficial Recorded,Stream,-35.183861,173.631972,0,0,2
26910,Louis Creek,Unofficial Recorded,Stream,-41.770583,172.638778,0,0,2
